REPORT_RECEIVED_DATE,IYEAR,REPORT_TYPE,OPERATOR_ID,NAME,OPERATOR_CITY_NAME,OPERATOR_STATE_ABBREVIATION,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,RESTART_DATETIME,IGNITE_IND,UPSTREAM_ACTION_TAKEN,ON_OFF_SHORE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,CROSSING,SYSTEM_PART_INVOLVED,ITEM_INVOLVED,PIPE_DIAMETER,PIPE_MANUFACTURER,COATING,COATING_APPLIED_IND,INSTALLATION_YEAR,MANUFACTURED_YEAR,MATERIAL_INVOLVED,RELEASE_TYPE,PUNCTURE_AXIAL,PUNCTURE_CIRCUM,LEAK_TYPE,CLASS_LOCATION_TYPE,COULD_BE_HCA,PIR_RADIUS,HEAT_DAMAGE_IND,EST_COST_OPER_PAID,EST_COST_UNINTENTIONAL_RELEASE,EST_COST_INTENTIONAL_RELEASE,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,GAS_COST_IN_MCF,PRPTY,NUM_PERSONS_HOSP_NOT_OVNGHT,NUM_INJURED_TREATED_BY_EMT,NUM_RESIDENT_BUILDING_AFFCTD,NUM_BUSINESS_BUILDING_AFFCTD,WILDLIFE_IMPACT_IND,ACCIDENT_PSIG,GAS_FLOW_IN_PIPE_IN_MCF,MOP_PSIG,ACCIDENT_PRESSURE,PIPELINE_FUNCTION,ACCIDENT_IDENTIFIER,INVESTIGATION_STATUS,CAUSE,CAUSE_DETAILS,INCIDENT
1/24/2023,2023,SUPPLEMENTAL,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,TULSA,OK,NATURAL GAS,13,457,NO,0,NO,0,YES,1/6/2023 10:43,1/10/2023 11:10,NO,VALVE CLOSURE,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",PIPE,12,KAISER STEEL CORP,CEMENT,YES,1978,1978,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,128,NO,0,48,1673,350000,0,3.66,351721,0,0,0,0,NO,668,147,1440,PRESSURE DID NOT EXCEED MAOP,OFFSHORE GATHERING,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
2/2/2023,2023,SUPPLEMENTAL FINAL,2616,"COLUMBIA GAS TRANSMISSION, LLC",HOUSTON,TX,NATURAL GAS,365.42,0,NO,0,NO,0,YES,1/15/2023 9:15,1/16/2023 10:44,NO,OPERATIONAL CONTROL,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER PAVEMENT,,YES,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,6.625,UNKNOWN,COAL TAR,YES,1965,UNKNOWN,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,114,NO,0,2152,0,360000,0,5.89,362152,0,0,0,0,NO,83,78,125,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
1/31/2023,2023,ORIGINAL FINAL,5304,FLORIDA GAS TRANSMISSION CO,HOUSTON,TX,NATURAL GAS,3450,0,NO,0,NO,0,YES,1/2/2023 13:00,1/2/2023 14:00,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,REGULATOR/CONTROL VALVE,,,0,,UNKNOWN,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,OTHER,,,,CLASS 3 LOCATION,NO,51,NO,0,13455,0,1500,0,3.9,14955,0,0,0,0,NO,116,2300,275,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/23/2023,2022,SUPPLEMENTAL FINAL,32099,ENERGY TRANSFER COMPANY,HOUSTON,TX,NATURAL GAS,1500,0,NO,0,NO,0,YES,12/30/2022 2:27,12/30/2022 15:30,YES,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,2021,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,660,NO,0,6720,0,2600000,4320,4.48,2615040,0,0,0,0,NO,1150,10000,1440,PRESSURE DID NOT EXCEED MAOP,TYPE C GATHERING,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,1
1/19/2023,2022,ORIGINAL FINAL,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",HOUSTON,TX,NATURAL GAS,15080,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,"ESD SYSTEM, BUT EXCLUDING PRODUCT DRAIN LINES AND TUBING",,,0,,1956,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,182,NO,0,110235,0,0,2000,7.31,112235,0,0,0,0,NO,755,1200000,936,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
2/2/2023,2022,SUPPLEMENTAL FINAL,19160,TENNESSEE GAS PIPELINE COMPANY,HOUSTON,TX,NATURAL GAS,5985,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,2022,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 2 LOCATION,NO,501,NO,0,34294,0,0,30,5.73,34324,0,0,0,0,NO,744,1255000,765,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/20/2023,2022,SUPPLEMENTAL FINAL,13750,NORTHERN NATURAL GAS CO,OMAHA,NE,NATURAL GAS,5500,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,REGULATOR/CONTROL VALVE,,,0,,2022,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,246,NO,0,92785,0,3500,1500,16.87,97785,0,0,0,0,NO,456,4975,380,PRESSURE EXCEEDED THE APPLICABLE ALLOWANCE IN 192.201,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/18/2023,2022,ORIGINAL,15007,PACIFIC GAS & ELECTRIC CO,SAN RAMON,CA,NATURAL GAS,20,0,NO,0,NO,0,NO,,,NO,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,IN UNDERGROUND ENCLOSED SPACE (E.G. VAULT),36,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,0.75,UNKNOWN,UNKNOWN,UNKNOWN,1949,UNKNOWN,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,,NO,0,60,0,43435,0,3,43495,0,0,0,0,NO,150,0,170,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",NATURAL FORCE DAMAGE,"EARTH MOVEMENT, NOT DUE TO HEAVY RAINS/FLOODS",1
1/9/2023,2022,SUPPLEMENTAL FINAL,13845,NORTHWEST PIPELINE LLC,HOUSTON,TX,NATURAL GAS,3790,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2010,2010,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,510,NO,0,34034,0,0,1500,8.98,35534,0,0,0,0,NO,686,661000,809,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/10/2023,2022,ORIGINAL FINAL,19610,TRANSWESTERN PIPELINE COMPANY LLC,HOUSTON,TX,NATURAL GAS,13414,0,NO,0,NO,0,YES,12/18/2022 19:30,12/18/2022 23:45,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,"ESD SYSTEM, BUT EXCLUDING PRODUCT DRAIN LINES AND TUBING",,,0,,1960,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,660,NO,0,81155,0,1164,100,6.05,82419,0,0,0,0,NO,900,13414,1008,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",NATURAL FORCE DAMAGE,TEMPERATURE,1
1/11/2023,2022,ORIGINAL FINAL,15518,PIEDMONT NATURAL GAS CO INC,CHARLOTTE,NC,NATURAL GAS,2923,0,NO,0,NO,0,YES,12/13/2022 19:57,12/14/2022 19:53,NO,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,36,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,6,UNKNOWN,COAL TAR,UNKNOWN,1959,UNKNOWN,CARBON STEEL,MECHANICAL PUNCTURE,9,6,,CLASS 1 LOCATION,NO,121,NO,0,20461,0,656018,22568,7,699047,0,0,2522,707,NO,505,3000,625,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
12/20/2022,2022,SUPPLEMENTAL FINAL,15359,BLACK HILLS ENERGY,COUNCIL BLUFFS,IA,NATURAL GAS,5212,0.5,NO,0,NO,0,NO,,,NO,OPERATIONAL CONTROL,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,6,UNKNOWN,NONE,NO,UNKNOWN,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,106,NO,0,32731,3,255026,15000,6.28,302760,0,0,0,0,NO,340,1750,440,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE INCIDENT,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,1
12/27/2022,2022,ORIGINAL,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",BRIDGEPORT,WV,NATURAL GAS,23403,0,NO,0,NO,0,YES,11/28/2022 23:33,,NO,OPERATIONAL CONTROL,ONSHORE,OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER PAVEMENT,62,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,16,REPUBLIC STEEL,"PIPE COATING WAS COAL TAR, GIRTH WELD COATING WAS COLD APPLIED TAPE",YES,1981,1981,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,347,NO,0,140418,0,380000,5000,6,1079018,0,0,0,0,NO,947,134047.19,990,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM PUBLIC,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,EXTERNAL CORROSION,1
12/19/2022,2022,ORIGINAL,2748,CONSUMERS ENERGY CO,JACKSON,MI,NATURAL GAS,3560,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,REGULATOR/CONTROL VALVE,,,0,,2020,2018,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,OTHER,,,,CLASS 3 LOCATION,YES,85,NO,0,20541,0,5707,68,5.77,26316,0,0,0,0,NO,668,225,960,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,1
12/14/2022,2022,SUPPLEMENTAL FINAL,2620,"COLUMBIA GULF TRANSMISSION, LLC",HOUSTON ,TX,NATURAL GAS,5328.8,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,VALVE,,,0,,2001,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 2 LOCATION,NO,88,NO,0,26857,0,0,240,5.04,27097,0,0,0,0,NO,779,170286,1007,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
12/18/2022,2022,SUPPLEMENTAL FINAL,2564,COLORADO INTERSTATE GAS CO,HOUSTON,TX,NATURAL GAS,59321,0,NO,0,NO,0,,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,"ESD SYSTEM, BUT EXCLUDING PRODUCT DRAIN LINES AND TUBING",,,0,,2001,UNKNOWN,CARBON STEEL,LEAK,,,OTHER,CLASS 1 LOCATION,NO,406,NO,0,335164,0,500,300,5.65,335964,0,0,0,0,NO,798,0,1100,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,CONTROLLER,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
1/13/2023,2022,ORIGINAL FINAL,31130,DCP MIDSTREAM,HOUSTON,TX,NATURAL GAS,6423,680,NO,0,NO,0,NO,,,NO,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,84,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,20,UNKNOWN,COAL TAR,NO,1970,UNKNOWN,CARBON STEEL,LEAK,,,CRACK,CLASS 1 LOCATION,NO,204,NO,720,12846,1360,25000,0,2,39926,0,0,0,0,NO,100,357,219,PRESSURE DID NOT EXCEED MAOP,TYPE C GATHERING,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",CORROSION FAILURE,INTERNAL CORROSION,1
12/9/2022,2022,SUPPLEMENTAL FINAL,32005,"ENLINK PROCESSING SERVICES, LLC",DALLAS,TX,NATURAL GAS,20420,34843,NO,0,NO,0,,,,YES,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",SCRAPER/PIG TRAP,,,0,,1977,UNKNOWN,CARBON STEEL,LEAK,,,CONNECTION FAILURE,CLASS 1 LOCATION,NO,146,NO,0,135589,231358,36898,0,6.64,403845,0,0,0,0,NO,885,42.4,1100,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER OUTSIDE FORCE DAMAGE,"NEARBY INDUSTRIAL, MAN-MADE, OR OTHER FIRE/EXPLOSION AS PRIMARY CAUSE OF INCIDENT",1
12/1/2022,2022,SUPPLEMENTAL FINAL,13845,NORTHWEST PIPELINE LLC,HOUSTON,TX,NATURAL GAS,3895,0,NO,0,NO,0,NO,,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,INSIDE A BUILDING,,NO,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,COMPRESSOR,,,0,,2019,UNKNOWN,CARBON STEEL,OTHER,,,,CLASS 1 LOCATION,NO,510,NO,0,34977,0,800,0,8.98,35777,0,0,0,0,NO,776,661000,866,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1
12/8/2022,2022,SUPPLEMENTAL,31130,DCP MIDSTREAM,HOUSTON,TX,NATURAL GAS,3574.99,0,NO,0,NO,0,YES,11/9/2022 0:35,4/10/2023 9:00,NO,OPERATIONAL CONTROL,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,18,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,8.625,UNKNOWN,COAL TAR,NO,1984,UNKNOWN,CARBON STEEL,RUPTURE,,,,CLASS 1 LOCATION,NO,188,NO,0,10189,0,20000,0,2.85,30189,0,0,0,0,NO,930,8000,1000,PRESSURE DID NOT EXCEED MAOP,TYPE C GATHERING,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",CORROSION FAILURE,INTERNAL CORROSION,1
12/5/2022,2022,SUPPLEMENTAL,31604,EQUITRANS MIDSTREAM CORPORATION,CANONSBURG,PA,NATURAL GAS,0,0,NO,0,NO,0,YES,11/20/2022 9:56,,NO,,ONSHORE,OPERATOR-CONTROLLED PROPERTY,"BELOWGROUND STORAGE OR ABOVEGROUND STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCE",,,NO,"BELOWGROUND STORAGE, INCLUDING ASSOCIATED EQUIPMENT AND PIPING",UNDERGROUND GAS STORAGE OR CAVERN,,,0,,UNKNOWN,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,OTHER,,,,CLASS 1 LOCATION,NO,243,NO,0,0,0,3000000,4000000,2.5,7750000,0,0,0,0,NO,3088,0,3200,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION IN STORAGE FIELD,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER INCIDENT CAUSE,UNKNOWN,1
12/2/2022,2022,ORIGINAL,32595,"HIGH POINT GAS GATHERING, LLC",HOUSTON,TX,NATURAL GAS,0.601,0,NO,0,NO,0,NO,,,NO,OPERATIONAL CONTROL,OFFSHORE,,,,,,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND","TAP FITTING(STOPPLE, THREAD-O-RING, WELD-O-LET, ETC.)",,,0,,1985,1985,CARBON STEEL,LEAK,,,PINHOLE,CLASS 1 LOCATION,NO,253,NO,0,4,0,0,102000,6.11,102004,0,0,0,0,NO,828,0,1200,PRESSURE DID NOT EXCEED MAOP,OFFSHORE GATHERING,OTHER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,1
11/29/2022,2022,SUPPLEMENTAL FINAL,13845,NORTHWEST PIPELINE LLC,HOUSTON,TX,NATURAL GAS,359,9019,NO,0,NO,0,YES,10/31/2022 17:09,11/4/2022 10:54,NO,VALVE CLOSURE,ONSHORE,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,19,NO,"ONSHORE PIPELINE, INCLUDING VALVE SITES",PIPE,22,CONSOLIDATED,ASPHALT,YES,1955,1955,CARBON STEEL,MECHANICAL PUNCTURE,0.2,0.2,,CLASS 1 LOCATION,NO,442,NO,0,3224,80991,385000,1500,8.98,470715,0,0,0,0,NO,723,250000,850,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,NOTIFICATION FROM EMERGENCY RESPONDER,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,1
11/28/2022,2022,SUPPLEMENTAL FINAL,31846,"CAROLINA GAS TRANSMISSION, LLC",COLUMBIA,SC,NATURAL GAS,1757,0,NO,0,NO,0,YES,10/30/2022 8:21,12/20/2022 15:00,NO,,ONSHORE,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,NO,ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,METER,,,0,,1980,1980,CARBON STEEL,OTHER,,,,CLASS 3 LOCATION,NO,85,NO,0,8820,0,156652,5000,5.02,200472,0,0,0,0,NO,610,14.38,714,PRESSURE DID NOT EXCEED MAOP,TRANSMISSION SYSTEM,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)","NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",1
